instant,dteday,holiday,weathersit,temp,atemp,hum,windspeed,count,day_of_the_week,month,season
3035,2011-05-11,0,1,0.48,0.4697,0.77,0.2537,442,Wednesday,May,Spring
3036,2011-05-11,0,1,0.52,0.5,0.72,0.1343,203,Wednesday,May,Spring
3037,2011-05-11,0,1,0.54,0.5152,0.68,0.0896,154,Wednesday,May,Spring
3038,2011-05-11,0,1,0.56,0.5303,0.64,0.0896,141,Wednesday,May,Spring
3039,2011-05-11,0,1,0.6,0.6212,0.56,0.0,226,Wednesday,May,Spring
3040,2011-05-11,0,1,0.62,0.6212,0.5,0.0,193,Wednesday,May,Spring
3041,2011-05-11,0,1,0.62,0.6212,0.53,0.0896,177,Wednesday,May,Spring
3042,2011-05-11,0,1,0.64,0.6212,0.41,0.0,179,Wednesday,May,Spring
3043,2011-05-11,0,1,0.66,0.6212,0.39,0.0,289,Wednesday,May,Spring
3044,2011-05-11,0,1,0.64,0.6212,0.47,0.1045,259,Wednesday,May,Spring
3045,2011-05-11,0,1,0.62,0.6212,0.5,0.2985,274,Wednesday,May,Spring
3046,2011-05-11,0,1,0.56,0.5303,0.52,0.1343,401,Wednesday,May,Spring
3047,2011-05-11,0,1,0.54,0.5152,0.64,0.1343,273,Wednesday,May,Spring
3048,2011-05-11,0,1,0.54,0.5152,0.6,0.0,234,Wednesday,May,Spring
3049,2011-05-11,0,1,0.5,0.4848,0.72,0.2537,146,Wednesday,May,Spring
3050,2011-05-11,0,1,0.46,0.4545,0.88,0.2537,81,Wednesday,May,Spring
3051,2011-05-12,0,2,0.46,0.4545,0.88,0.2239,44,Thursday,May,Spring
3052,2011-05-12,0,1,0.46,0.4545,0.88,0.2239,17,Thursday,May,Spring
3053,2011-05-12,0,1,0.44,0.4394,0.94,0.194,15,Thursday,May,Spring
3054,2011-05-12,0,1,0.44,0.4394,0.88,0.1343,5,Thursday,May,Spring
3055,2011-05-12,0,1,0.42,0.4242,0.94,0.0,6,Thursday,May,Spring
3056,2011-05-12,0,1,0.42,0.4242,0.94,0.1343,29,Thursday,May,Spring
3057,2011-05-12,0,1,0.44,0.4394,0.88,0.0,112,Thursday,May,Spring
3058,2011-05-12,0,1,0.46,0.4545,0.88,0.1343,297,Thursday,May,Spring
3059,2011-05-12,0,1,0.48,0.4697,0.82,0.194,421,Thursday,May,Spring
3060,2011-05-12,0,2,0.5,0.4848,0.77,0.2836,212,Thursday,May,Spring
3061,2011-05-12,0,2,0.54,0.5152,0.68,0.2239,147,Thursday,May,Spring
3062,2011-05-12,0,1,0.58,0.5455,0.6,0.2239,179,Thursday,May,Spring
3063,2011-05-12,0,1,0.58,0.5455,0.6,0.2239,207,Thursday,May,Spring
3064,2011-05-12,0,2,0.62,0.6212,0.57,0.2985,218,Thursday,May,Spring
3065,2011-05-12,0,2,0.62,0.6061,0.61,0.2239,191,Thursday,May,Spring
3066,2011-05-12,0,2,0.64,0.6212,0.53,0.2537,217,Thursday,May,Spring
3067,2011-05-12,0,2,0.64,0.6212,0.57,0.2537,288,Thursday,May,Spring
3068,2011-05-12,0,2,0.64,0.6212,0.57,0.194,594,Thursday,May,Spring
3069,2011-05-12,0,1,0.62,0.6061,0.69,0.2239,527,Thursday,May,Spring
3070,2011-05-12,0,2,0.6,0.6061,0.64,0.194,364,Thursday,May,Spring
3071,2011-05-12,0,1,0.6,0.6061,0.64,0.194,276,Thursday,May,Spring
3072,2011-05-12,0,1,0.56,0.5303,0.83,0.1343,223,Thursday,May,Spring
3073,2011-05-12,0,1,0.54,0.5152,0.83,0.194,172,Thursday,May,Spring
3074,2011-05-12,0,2,0.54,0.5152,0.77,0.194,103,Thursday,May,Spring
3075,2011-05-13,0,2,0.52,0.5,0.83,0.1642,52,Friday,May,Spring
3076,2011-05-13,0,1,0.52,0.5,0.83,0.1642,20,Friday,May,Spring
3077,2011-05-13,0,2,0.5,0.4848,0.88,0.1343,11,Friday,May,Spring
3078,2011-05-13,0,2,0.5,0.4848,0.88,0.1343,4,Friday,May,Spring
3079,2011-05-13,0,3,0.5,0.4848,0.88,0.1642,5,Friday,May,Spring
3080,2011-05-13,0,2,0.5,0.4848,0.88,0.194,25,Friday,May,Spring
3081,2011-05-13,0,3,0.5,0.4848,0.88,0.1343,82,Friday,May,Spring
3082,2011-05-13,0,3,0.5,0.4848,0.88,0.1642,157,Friday,May,Spring
3083,2011-05-13,0,2,0.5,0.4848,0.88,0.194,387,Friday,May,Spring
3084,2011-05-13,0,2,0.5,0.4848,0.88,0.194,233,Friday,May,Spring
3085,2011-05-13,0,2,0.52,0.5,0.83,0.1343,130,Friday,May,Spring
3086,2011-05-13,0,2,0.52,0.5,0.83,0.1642,146,Friday,May,Spring
3087,2011-05-13,0,2,0.52,0.5,0.88,0.194,223,Friday,May,Spring
3088,2011-05-13,0,2,0.52,0.5,0.88,0.3881,226,Friday,May,Spring
3089,2011-05-13,0,2,0.52,0.5,0.87,0.2836,190,Friday,May,Spring
3090,2011-05-13,0,2,0.52,0.5,0.88,0.1642,198,Friday,May,Spring
3091,2011-05-13,0,2,0.52,0.5,0.88,0.1343,300,Friday,May,Spring
3092,2011-05-13,0,3,0.52,0.5,0.88,0.1642,491,Friday,May,Spring
3093,2011-05-13,0,3,0.52,0.5,0.88,0.1642,398,Friday,May,Spring
3094,2011-05-13,0,2,0.52,0.5,0.83,0.194,270,Friday,May,Spring
3095,2011-05-13,0,2,0.52,0.5,0.83,0.1343,152,Friday,May,Spring
3096,2011-05-13,0,2,0.52,0.5,0.84,0.1642,154,Friday,May,Spring
3097,2011-05-13,0,2,0.52,0.5,0.83,0.2239,132,Friday,May,Spring
3098,2011-05-13,0,3,0.5,0.4848,0.88,0.1642,119,Friday,May,Spring
3099,2011-05-14,0,2,0.5,0.4848,0.88,0.1343,102,Saturday,May,Spring
3100,2011-05-14,0,2,0.5,0.4848,0.88,0.1343,82,Saturday,May,Spring
3101,2011-05-14,0,2,0.5,0.4848,0.88,0.1343,52,Saturday,May,Spring
3102,2011-05-14,0,2,0.5,0.4848,0.88,0.1343,35,Saturday,May,Spring
3103,2011-05-14,0,2,0.5,0.4848,0.82,0.1642,5,Saturday,May,Spring
3104,2011-05-14,0,2,0.5,0.4848,0.82,0.1045,14,Saturday,May,Spring
3105,2011-05-14,0,2,0.5,0.4848,0.88,0.1045,11,Saturday,May,Spring
3106,2011-05-14,0,3,0.48,0.4697,1.0,0.0,32,Saturday,May,Spring
3107,2011-05-14,0,3,0.5,0.4848,0.94,0.0,88,Saturday,May,Spring
3108,2011-05-14,0,2,0.52,0.5,0.94,0.0896,100,Saturday,May,Spring
3109,2011-05-14,0,2,0.52,0.5,0.94,0.1642,167,Saturday,May,Spring
3110,2011-05-14,0,2,0.52,0.5,0.94,0.1343,279,Saturday,May,Spring
3111,2011-05-14,0,3,0.52,0.5,1.0,0.0896,279,Saturday,May,Spring
3112,2011-05-14,0,3,0.52,0.5,1.0,0.0896,248,Saturday,May,Spring
3113,2011-05-14,0,2,0.54,0.5152,0.94,0.1343,216,Saturday,May,Spring
3114,2011-05-14,0,2,0.54,0.5152,0.94,0.1642,294,Saturday,May,Spring
3115,2011-05-14,0,2,0.54,0.5152,0.94,0.194,295,Saturday,May,Spring
3116,2011-05-14,0,2,0.56,0.5303,0.88,0.194,272,Saturday,May,Spring
3117,2011-05-14,0,2,0.56,0.5303,0.88,0.2239,304,Saturday,May,Spring
3118,2011-05-14,0,3,0.54,0.5152,0.94,0.1343,248,Saturday,May,Spring
3119,2011-05-14,0,3,0.54,0.5152,0.94,0.1343,157,Saturday,May,Spring
3120,2011-05-14,0,3,0.54,0.5152,0.94,0.2239,59,Saturday,May,Spring
3121,2011-05-14,0,3,0.54,0.5152,0.94,0.1642,26,Saturday,May,Spring
3122,2011-05-14,0,3,0.52,0.5,1.0,0.194,44,Saturday,May,Spring
3123,2011-05-15,0,2,0.52,0.5,1.0,0.0,39,Sunday,May,Spring
3124,2011-05-15,0,2,0.52,0.5,1.0,0.1045,47,Sunday,May,Spring
3125,2011-05-15,0,2,0.52,0.5,1.0,0.1343,50,Sunday,May,Spring
3126,2011-05-15,0,2,0.52,0.5,1.0,0.0,32,Sunday,May,Spring
3127,2011-05-15,0,2,0.52,0.5,1.0,0.0,13,Sunday,May,Spring
3128,2011-05-15,0,3,0.52,0.5,1.0,0.1045,14,Sunday,May,Spring
3129,2011-05-15,0,2,0.52,0.5,1.0,0.1343,17,Sunday,May,Spring
3130,2011-05-15,0,2,0.52,0.5,1.0,0.1343,42,Sunday,May,Spring
3131,2011-05-15,0,2,0.54,0.5152,0.94,0.1343,70,Sunday,May,Spring
3132,2011-05-15,0,1,0.58,0.5455,0.83,0.2537,134,Sunday,May,Spring
3133,2011-05-15,0,1,0.58,0.5455,0.83,0.2239,226,Sunday,May,Spring
3134,2011-05-15,0,1,0.6,0.5758,0.78,0.2239,322,Sunday,May,Spring
3135,2011-05-15,0,1,0.62,0.5909,0.73,0.2985,367,Sunday,May,Spring
3136,2011-05-15,0,1,0.62,0.5909,0.73,0.2836,456,Sunday,May,Spring
3137,2011-05-15,0,1,0.64,0.6061,0.73,0.194,437,Sunday,May,Spring
3138,2011-05-15,0,1,0.66,0.6212,0.69,0.2537,459,Sunday,May,Spring
3139,2011-05-15,0,1,0.64,0.6061,0.69,0.2537,440,Sunday,May,Spring
3140,2011-05-15,0,3,0.56,0.5303,0.78,0.3582,392,Sunday,May,Spring
3141,2011-05-15,0,1,0.56,0.5303,0.78,0.2537,237,Sunday,May,Spring
3142,2011-05-15,0,1,0.56,0.5303,0.83,0.1045,231,Sunday,May,Spring
3143,2011-05-15,0,1,0.54,0.5152,0.88,0.0,191,Sunday,May,Spring
3144,2011-05-15,0,1,0.54,0.5152,0.88,0.0,151,Sunday,May,Spring
3145,2011-05-15,0,1,0.56,0.5303,0.83,0.0,117,Sunday,May,Spring
3146,2011-05-15,0,1,0.54,0.5152,0.88,0.2239,69,Sunday,May,Spring
3147,2011-05-16,0,1,0.52,0.5,0.94,0.1045,38,Monday,May,Spring
3148,2011-05-16,0,1,0.52,0.5,0.94,0.1343,14,Monday,May,Spring
3149,2011-05-16,0,1,0.5,0.4848,1.0,0.0896,13,Monday,May,Spring
3150,2011-05-16,0,1,0.5,0.4848,0.94,0.1642,4,Monday,May,Spring
3151,2011-05-16,0,1,0.5,0.4848,1.0,0.1343,6,Monday,May,Spring
3152,2011-05-16,0,1,0.5,0.4848,0.93,0.194,21,Monday,May,Spring
3153,2011-05-16,0,1,0.52,0.5,0.88,0.1642,104,Monday,May,Spring
3154,2011-05-16,0,1,0.52,0.5,0.83,0.2836,272,Monday,May,Spring
3155,2011-05-16,0,1,0.56,0.5303,0.73,0.2985,394,Monday,May,Spring
3156,2011-05-16,0,1,0.6,0.5909,0.69,0.194,194,Monday,May,Spring
3157,2011-05-16,0,1,0.62,0.6061,0.65,0.0896,112,Monday,May,Spring
3158,2011-05-16,0,1,0.64,0.6212,0.57,0.0,185,Monday,May,Spring
3159,2011-05-16,0,1,0.66,0.6212,0.54,0.0896,209,Monday,May,Spring
3160,2011-05-16,0,1,0.68,0.6364,0.51,0.0,214,Monday,May,Spring
3161,2011-05-16,0,1,0.68,0.6364,0.51,0.0,193,Monday,May,Spring
3162,2011-05-16,0,1,0.72,0.6667,0.51,0.0,165,Monday,May,Spring
3163,2011-05-16,0,3,0.6,0.5758,0.78,0.2537,226,Monday,May,Spring
3164,2011-05-16,0,1,0.58,0.5455,0.88,0.2239,274,Monday,May,Spring
3165,2011-05-16,0,3,0.58,0.5455,0.83,0.194,453,Monday,May,Spring
3166,2011-05-16,0,1,0.58,0.5455,0.83,0.2537,308,Monday,May,Spring
3167,2011-05-16,0,1,0.58,0.5455,0.83,0.0,198,Monday,May,Spring
3168,2011-05-16,0,1,0.58,0.5455,0.83,0.0,177,Monday,May,Spring
3169,2011-05-16,0,1,0.56,0.5303,0.88,0.0896,127,Monday,May,Spring
3170,2011-05-16,0,1,0.56,0.5303,0.88,0.0896,57,Monday,May,Spring
3171,2011-05-17,0,2,0.56,0.5303,0.88,0.0,31,Tuesday,May,Spring
3172,2011-05-17,0,3,0.56,0.5303,0.88,0.0,13,Tuesday,May,Spring
3173,2011-05-17,0,3,0.56,0.5303,0.88,0.0,8,Tuesday,May,Spring
3174,2011-05-17,0,3,0.54,0.5152,0.94,0.2537,4,Tuesday,May,Spring
3175,2011-05-17,0,3,0.54,0.5152,0.94,0.2537,4,Tuesday,May,Spring
3176,2011-05-17,0,3,0.52,0.5,0.94,0.2537,22,Tuesday,May,Spring
3177,2011-05-17,0,3,0.52,0.5,0.94,0.2537,49,Tuesday,May,Spring
3178,2011-05-17,0,2,0.52,0.5,0.94,0.2537,151,Tuesday,May,Spring
3179,2011-05-17,0,2,0.52,0.5,0.94,0.2985,347,Tuesday,May,Spring
3180,2011-05-17,0,2,0.54,0.5152,0.88,0.2537,207,Tuesday,May,Spring
3181,2011-05-17,0,3,0.54,0.5152,0.88,0.2537,104,Tuesday,May,Spring
3182,2011-05-17,0,2,0.56,0.5303,0.83,0.4179,130,Tuesday,May,Spring
3183,2011-05-17,0,3,0.56,0.5303,0.83,0.4179,153,Tuesday,May,Spring
3184,2011-05-17,0,2,0.56,0.5303,0.88,0.3284,172,Tuesday,May,Spring
3185,2011-05-17,0,1,0.62,0.5909,0.73,0.4627,184,Tuesday,May,Spring
3186,2011-05-17,0,1,0.62,0.6061,0.69,0.4478,210,Tuesday,May,Spring
3187,2011-05-17,0,1,0.62,0.6061,0.61,0.3284,290,Tuesday,May,Spring
3188,2011-05-17,0,1,0.62,0.6061,0.65,0.4179,604,Tuesday,May,Spring
3189,2011-05-17,0,1,0.6,0.5909,0.69,0.2985,480,Tuesday,May,Spring
3190,2011-05-17,0,1,0.6,0.5909,0.69,0.2537,349,Tuesday,May,Spring
3191,2011-05-17,0,1,0.58,0.5455,0.83,0.4179,283,Tuesday,May,Spring
3192,2011-05-17,0,1,0.54,0.5152,0.88,0.2537,174,Tuesday,May,Spring
3193,2011-05-17,0,2,0.54,0.5152,0.88,0.2836,98,Tuesday,May,Spring
3194,2011-05-17,0,2,0.54,0.5152,0.88,0.2537,56,Tuesday,May,Spring
3195,2011-05-18,0,2,0.54,0.5152,0.88,0.2239,23,Wednesday,May,Spring
3196,2011-05-18,0,2,0.54,0.5152,0.88,0.2537,12,Wednesday,May,Spring
3197,2011-05-18,0,3,0.52,0.5,0.94,0.2239,6,Wednesday,May,Spring
3198,2011-05-18,0,3,0.52,0.5,0.94,0.2985,9,Wednesday,May,Spring
3199,2011-05-18,0,3,0.52,0.5,0.94,0.2985,3,Wednesday,May,Spring
3200,2011-05-18,0,1,0.52,0.5,1.0,0.2239,9,Wednesday,May,Spring
3201,2011-05-18,0,1,0.52,0.5,1.0,0.1343,101,Wednesday,May,Spring
3202,2011-05-18,0,1,0.54,0.5152,0.88,0.194,274,Wednesday,May,Spring
3203,2011-05-18,0,1,0.56,0.5303,0.88,0.2836,453,Wednesday,May,Spring
3204,2011-05-18,0,3,0.56,0.5303,0.83,0.2537,202,Wednesday,May,Spring
3205,2011-05-18,0,3,0.54,0.5152,0.88,0.2836,106,Wednesday,May,Spring
3206,2011-05-18,0,2,0.54,0.5152,0.94,0.0896,23,Wednesday,May,Spring
3207,2011-05-18,0,1,0.56,0.5303,0.94,0.2985,54,Wednesday,May,Spring
3208,2011-05-18,0,2,0.56,0.5303,0.83,0.3284,122,Wednesday,May,Spring
3209,2011-05-18,0,2,0.58,0.5455,0.78,0.2836,138,Wednesday,May,Spring
3210,2011-05-18,0,1,0.6,0.5758,0.78,0.2537,167,Wednesday,May,Spring
3211,2011-05-18,0,1,0.6,0.5909,0.73,0.194,294,Wednesday,May,Spring
3212,2011-05-18,0,1,0.6,0.5909,0.69,0.1343,565,Wednesday,May,Spring
3213,2011-05-18,0,1,0.6,0.5909,0.73,0.2239,489,Wednesday,May,Spring
3214,2011-05-18,0,3,0.56,0.5303,0.88,0.1343,331,Wednesday,May,Spring
3215,2011-05-18,0,3,0.56,0.5303,0.88,0.1343,213,Wednesday,May,Spring
3216,2011-05-18,0,1,0.52,0.5,0.88,0.0,85,Wednesday,May,Spring
3217,2011-05-18,0,1,0.52,0.5,0.83,0.0,117,Wednesday,May,Spring
3218,2011-05-18,0,1,0.52,0.5,0.94,0.0896,59,Wednesday,May,Spring
3219,2011-05-19,0,1,0.52,0.5,0.94,0.1045,29,Thursday,May,Spring
3220,2011-05-19,0,1,0.5,0.4848,0.94,0.0,6,Thursday,May,Spring
3221,2011-05-19,0,1,0.5,0.4848,0.94,0.0,15,Thursday,May,Spring
3222,2011-05-19,0,1,0.48,0.4697,1.0,0.0,4,Thursday,May,Spring
3223,2011-05-19,0,1,0.48,0.4697,0.94,0.0,5,Thursday,May,Spring
3224,2011-05-19,0,1,0.48,0.4697,0.94,0.0,26,Thursday,May,Spring
3225,2011-05-19,0,2,0.5,0.4848,0.94,0.0,103,Thursday,May,Spring
3226,2011-05-19,0,2,0.5,0.4848,1.0,0.0,257,Thursday,May,Spring
3227,2011-05-19,0,2,0.52,0.5,0.88,0.0,487,Thursday,May,Spring
3228,2011-05-19,0,2,0.54,0.5152,0.88,0.0896,216,Thursday,May,Spring
3229,2011-05-19,0,2,0.54,0.5152,0.83,0.0,130,Thursday,May,Spring
3230,2011-05-19,0,3,0.54,0.5152,0.88,0.1642,164,Thursday,May,Spring
3231,2011-05-19,0,2,0.58,0.5455,0.78,0.1045,168,Thursday,May,Spring
3232,2011-05-19,0,3,0.58,0.5455,0.64,0.2537,183,Thursday,May,Spring
3233,2011-05-19,0,3,0.54,0.5152,0.73,0.194,180,Thursday,May,Spring
3234,2011-05-19,0,1,0.56,0.5303,0.78,0.1642,188,Thursday,May,Spring
3235,2011-05-19,0,1,0.58,0.5455,0.64,0.194,302,Thursday,May,Spring
3236,2011-05-19,0,1,0.56,0.5303,0.78,0.1642,547,Thursday,May,Spring
3237,2011-05-19,0,1,0.6,0.6212,0.55,0.1642,513,Thursday,May,Spring
3238,2011-05-19,0,1,0.58,0.5455,0.6,0.1343,410,Thursday,May,Spring
3239,2011-05-19,0,1,0.54,0.5152,0.77,0.2836,282,Thursday,May,Spring
3240,2011-05-19,0,1,0.54,0.5152,0.77,0.2836,209,Thursday,May,Spring
3241,2011-05-19,0,3,0.5,0.4848,0.82,0.2985,79,Thursday,May,Spring
3242,2011-05-19,0,1,0.48,0.4697,0.94,0.0,72,Thursday,May,Spring
3243,2011-05-20,0,1,0.46,0.4545,0.94,0.0896,48,Friday,May,Spring
3244,2011-05-20,0,1,0.46,0.4545,1.0,0.0,25,Friday,May,Spring
3245,2011-05-20,0,1,0.44,0.4394,1.0,0.0896,8,Friday,May,Spring
3246,2011-05-20,0,1,0.44,0.4394,1.0,0.0,5,Friday,May,Spring
3247,2011-05-20,0,1,0.44,0.4394,0.94,0.0896,5,Friday,May,Spring
3248,2011-05-20,0,1,0.44,0.4394,0.94,0.1045,28,Friday,May,Spring
3249,2011-05-20,0,1,0.46,0.4545,0.88,0.1045,117,Friday,May,Spring
3250,2011-05-20,0,1,0.5,0.4848,0.77,0.1642,319,Friday,May,Spring
3251,2011-05-20,0,1,0.54,0.5152,0.68,0.0,517,Friday,May,Spring
3252,2011-05-20,0,1,0.54,0.5152,0.68,0.2239,234,Friday,May,Spring
3253,2011-05-20,0,1,0.56,0.5303,0.64,0.194,148,Friday,May,Spring
3254,2011-05-20,0,2,0.58,0.5455,0.6,0.194,196,Friday,May,Spring
3255,2011-05-20,0,2,0.6,0.6212,0.56,0.2537,255,Friday,May,Spring
3256,2011-05-20,0,3,0.6,0.6212,0.56,0.2836,232,Friday,May,Spring
3257,2011-05-20,0,1,0.62,0.6212,0.53,0.2239,197,Friday,May,Spring
3258,2011-05-20,0,2,0.6,0.6212,0.56,0.194,242,Friday,May,Spring
3259,2011-05-20,0,2,0.6,0.6212,0.53,0.1642,330,Friday,May,Spring
3260,2011-05-20,0,1,0.62,0.6212,0.53,0.0,554,Friday,May,Spring
3261,2011-05-20,0,1,0.6,0.6212,0.56,0.1642,473,Friday,May,Spring
3262,2011-05-20,0,1,0.58,0.5455,0.64,0.0896,302,Friday,May,Spring
3263,2011-05-20,0,1,0.58,0.5455,0.64,0.1045,220,Friday,May,Spring
3264,2011-05-20,0,1,0.56,0.5303,0.64,0.1045,195,Friday,May,Spring
3265,2011-05-20,0,1,0.54,0.5152,0.73,0.0,152,Friday,May,Spring
3266,2011-05-20,0,1,0.52,0.5,0.72,0.1642,115,Friday,May,Spring
3267,2011-05-21,0,1,0.52,0.5,0.77,0.1045,98,Saturday,May,Spring
3268,2011-05-21,0,1,0.52,0.5,0.72,0.0,72,Saturday,May,Spring
3269,2011-05-21,0,1,0.52,0.5,0.72,0.1045,40,Saturday,May,Spring
3270,2011-05-21,0,1,0.48,0.4697,0.82,0.1045,19,Saturday,May,Spring
3271,2011-05-21,0,1,0.46,0.4545,0.88,0.1343,7,Saturday,May,Spring
3272,2011-05-21,0,1,0.46,0.4545,0.88,0.1045,5,Saturday,May,Spring
3273,2011-05-21,0,1,0.5,0.4848,0.82,0.1343,28,Saturday,May,Spring
3274,2011-05-21,0,1,0.54,0.5152,0.73,0.1343,43,Saturday,May,Spring
3275,2011-05-21,0,1,0.56,0.5303,0.68,0.2836,126,Saturday,May,Spring
3276,2011-05-21,0,1,0.6,0.6061,0.64,0.2239,225,Saturday,May,Spring
3277,2011-05-21,0,1,0.62,0.6061,0.61,0.1045,323,Saturday,May,Spring
3278,2011-05-21,0,1,0.64,0.6212,0.53,0.1343,418,Saturday,May,Spring
3279,2011-05-21,0,1,0.66,0.6212,0.5,0.0,493,Saturday,May,Spring
3280,2011-05-21,0,1,0.7,0.6364,0.45,0.0,462,Saturday,May,Spring
3281,2011-05-21,0,1,0.72,0.6515,0.42,0.0,456,Saturday,May,Spring
3282,2011-05-21,0,1,0.72,0.6515,0.45,0.2537,506,Saturday,May,Spring
3283,2011-05-21,0,2,0.72,0.6515,0.39,0.2537,471,Saturday,May,Spring
3284,2011-05-21,0,2,0.72,0.6515,0.42,0.1642,444,Saturday,May,Spring
3285,2011-05-21,0,2,0.7,0.6364,0.45,0.1642,444,Saturday,May,Spring
3286,2011-05-21,0,1,0.68,0.6364,0.47,0.1642,301,Saturday,May,Spring
3287,2011-05-21,0,1,0.62,0.6061,0.61,0.0,248,Saturday,May,Spring
3288,2011-05-21,0,1,0.62,0.6061,0.61,0.1045,227,Saturday,May,Spring
3289,2011-05-21,0,1,0.6,0.5909,0.69,0.1343,204,Saturday,May,Spring
3290,2011-05-21,0,1,0.58,0.5455,0.78,0.0896,145,Saturday,May,Spring
3291,2011-05-22,0,1,0.54,0.5152,0.88,0.1642,131,Sunday,May,Spring
3292,2011-05-22,0,1,0.52,0.5,0.94,0.1343,98,Sunday,May,Spring
3293,2011-05-22,0,1,0.52,0.5,0.94,0.1045,68,Sunday,May,Spring
3294,2011-05-22,0,1,0.5,0.4848,1.0,0.1045,33,Sunday,May,Spring
3295,2011-05-22,0,1,0.5,0.4848,1.0,0.0,12,Sunday,May,Spring
3296,2011-05-22,0,1,0.5,0.4848,1.0,0.1045,6,Sunday,May,Spring
3297,2011-05-22,0,1,0.52,0.5,0.94,0.1045,18,Sunday,May,Spring
3298,2011-05-22,0,1,0.54,0.5152,0.88,0.1045,40,Sunday,May,Spring
3299,2011-05-22,0,1,0.6,0.5909,0.73,0.0896,94,Sunday,May,Spring
3300,2011-05-22,0,1,0.62,0.6061,0.69,0.1045,189,Sunday,May,Spring
3301,2011-05-22,0,1,0.64,0.6061,0.65,0.1343,305,Sunday,May,Spring
3302,2011-05-22,0,1,0.7,0.6515,0.54,0.194,373,Sunday,May,Spring
3303,2011-05-22,0,2,0.72,0.6667,0.51,0.194,401,Sunday,May,Spring
3304,2011-05-22,0,2,0.66,0.6212,0.54,0.2239,455,Sunday,May,Spring
3305,2011-05-22,0,3,0.62,0.6061,0.69,0.194,316,Sunday,May,Spring
3306,2011-05-22,0,2,0.66,0.6212,0.61,0.1642,331,Sunday,May,Spring
3307,2011-05-22,0,1,0.68,0.6364,0.61,0.1343,273,Sunday,May,Spring
3308,2011-05-22,0,1,0.7,0.6515,0.58,0.2537,306,Sunday,May,Spring
3309,2011-05-22,0,1,0.66,0.6212,0.61,0.2239,358,Sunday,May,Spring
3310,2011-05-22,0,1,0.66,0.6212,0.61,0.194,300,Sunday,May,Spring
3311,2011-05-22,0,1,0.64,0.6061,0.65,0.1642,231,Sunday,May,Spring
3312,2011-05-22,0,1,0.62,0.5909,0.73,0.194,136,Sunday,May,Spring
3313,2011-05-22,0,1,0.6,0.5606,0.83,0.1343,121,Sunday,May,Spring
3314,2011-05-22,0,2,0.58,0.5455,0.83,0.1343,65,Sunday,May,Spring
3315,2011-05-23,0,2,0.56,0.5303,0.88,0.1343,41,Monday,May,Spring
3316,2011-05-23,0,1,0.56,0.5303,0.88,0.1045,9,Monday,May,Spring
3317,2011-05-23,0,3,0.56,0.5303,0.88,0.1642,5,Monday,May,Spring
3318,2011-05-23,0,3,0.54,0.5152,0.94,0.1642,4,Monday,May,Spring
3319,2011-05-23,0,2,0.54,0.5152,0.94,0.0,4,Monday,May,Spring
3320,2011-05-23,0,2,0.54,0.5152,0.94,0.0,11,Monday,May,Spring
3321,2011-05-23,0,2,0.54,0.5152,1.0,0.0,96,Monday,May,Spring
3322,2011-05-23,0,2,0.56,0.5303,0.94,0.1045,236,Monday,May,Spring
3323,2011-05-23,0,1,0.6,0.5455,0.88,0.194,409,Monday,May,Spring
3324,2011-05-23,0,1,0.6,0.5455,0.88,0.2239,167,Monday,May,Spring
3325,2011-05-23,0,1,0.66,0.6212,0.74,0.2985,121,Monday,May,Spring
3326,2011-05-23,0,1,0.68,0.6364,0.69,0.3881,180,Monday,May,Spring
3327,2011-05-23,0,1,0.68,0.6364,0.69,0.3881,204,Monday,May,Spring
3328,2011-05-23,0,2,0.74,0.6818,0.58,0.4179,204,Monday,May,Spring
3329,2011-05-23,0,2,0.72,0.6818,0.62,0.5224,187,Monday,May,Spring
3330,2011-05-23,0,2,0.72,0.6818,0.62,0.4478,176,Monday,May,Spring
3331,2011-05-23,0,2,0.72,0.6818,0.62,0.2985,279,Monday,May,Spring
3332,2011-05-23,0,3,0.72,0.6818,0.7,0.3881,429,Monday,May,Spring
3333,2011-05-23,0,1,0.7,0.6667,0.74,0.2836,453,Monday,May,Spring
3334,2011-05-23,0,1,0.7,0.6667,0.74,0.2239,358,Monday,May,Spring
3335,2011-05-23,0,1,0.64,0.5758,0.83,0.2239,310,Monday,May,Spring
3336,2011-05-23,0,1,0.64,0.5758,0.89,0.2239,188,Monday,May,Spring
3337,2011-05-23,0,1,0.62,0.5455,0.94,0.2239,131,Monday,May,Spring
3338,2011-05-23,0,2,0.62,0.5606,0.88,0.194,72,Monday,May,Spring
3339,2011-05-24,0,2,0.6,0.5152,0.94,0.194,35,Tuesday,May,Spring
3340,2011-05-24,0,2,0.6,0.5152,0.94,0.1642,15,Tuesday,May,Spring
3341,2011-05-24,0,2,0.6,0.5152,0.94,0.194,10,Tuesday,May,Spring
3342,2011-05-24,0,2,0.58,0.5455,0.94,0.1045,2,Tuesday,May,Spring
3343,2011-05-24,0,1,0.6,0.5455,0.88,0.1045,4,Tuesday,May,Spring
3344,2011-05-24,0,2,0.58,0.5455,0.94,0.2537,24,Tuesday,May,Spring
3345,2011-05-24,0,2,0.58,0.5455,0.94,0.194,112,Tuesday,May,Spring
3346,2011-05-24,0,3,0.64,0.5909,0.78,0.194,314,Tuesday,May,Spring
3347,2011-05-24,0,3,0.62,0.5758,0.83,0.2239,434,Tuesday,May,Spring
